candidate_id,year,poll_type,source_file,source_page,voter_group_type,voter_group,party_or_alliance,vote_share,extraction_confidence,evidence_text,review_decision,review_notes
6c966700-4c6d-4511-b815-62e66c77f059,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,169,electorate,all india,Others,100.0,low,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 11 1.7 Total 615 100.0 b: BJP N (%) 1: No 497 80.9 2: Yes 35 5.8 7: Can't say 71 11.6 8: No response 11 1.7 Total 615 100.0 c: PDP N (%) 1: No 513 83.5 2: Yes 17 2.8 7: Can't say 73 11.,,
a56988db-abcf-455f-bf80-4a1ae144fbeb,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,169,electorate,all india,NDA,0.0,low,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 11 1.7 Total 615 100.0 b: BJP N (%) 1: No 497 80.9 2: Yes 35 5.8 7: Can't say 71 11.6 8: No response 11 1.7 Total 615 100.0 c: PDP N (%) 1: No 513 83.5 2: Yes 17 2.8 7: Can't say 73 11.,,
00bfb06c-6a26-48d9-9f6a-8bc505e94ec1,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,169,electorate,all india,Others,26.5,low,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 11 1.7 Total 615 100.0 b: BJP N (%) 1: No 497 80.9 2: Yes 35 5.8 7: Can't say 71 11.6 8: No response 11 1.7 Total 615 100.0 c: PDP N (%) 1: No 513 83.5 2: Yes 17 2.8 7: Can't say 73 11.,,
e073e37c-0107-478e-8652-8ae79c3dcdbd,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,169,electorate,all india,Others,4.4,low,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 11 1.7 Total 615 100.0 b: BJP N (%) 1: No 497 80.9 2: Yes 35 5.8 7: Can't say 71 11.6 8: No response 11 1.7 Total 615 100.0 c: PDP N (%) 1: No 513 83.5 2: Yes 17 2.8 7: Can't say 73 11.,,
04496ae4-152c-49f5-84c0-7b2846e14af3,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,electorate,all india,INC,9.9,low,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.,,
08c42e12-1f93-4141-98d4-2c14acccab3a,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,electorate,all india,BJP,18.4,low,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.,,
04daafc5-0e2c-442c-be82-6e8c409e5c92,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,electorate,all india,BSP,10.0,low,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.,,
e34ad4ca-d5da-47a8-9c55-d0cf983a9f69,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,electorate,all india,TMC,10.0,low,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.,,
0e3c4e7b-ec44-4608-81b9-cf262c6ecf30,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,electorate,all india,BJD,64.7,low,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.,,
d845c962-c7b8-468e-b2cb-c122f93a3a37,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,electorate,all india,Others,90.0,low,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.,,
b5ea4f78-c14a-4f9f-92e1-c1bb280b4c61,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,214,electorate,all india,Others,100.0,low,All India Postpoll NES 2019-Survey Findings Total 358 100.0 c: NDPP N (%) 1: A lot 78 21.6 2: Somewhat 158 44.1 3: Very little 40 11.2 4: Don’t like at all 23 6.3 7: Can't say 43 11.9 8: No response 18 4.9 Total 358 100.0 d: NPF N (%) 1: A lot 52 14.,,
60dc2302-56aa-4720-a645-d163d1d22266,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,109,caste,ST,INC,7.9,medium,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 402 24.8 4: Don’t like at all 617 38.1 8: No response 370 22.8 Total 1621 100.0 Q29: If Vidhan Sabha or State elections are held in Uttar Pradesh tomorrow, which party will you vote for? N ",,
7c5b3f29-d209-43aa-8c64-48da7360cc24,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,109,caste,ST,BJP,37.2,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 402 24.8 4: Don’t like at all 617 38.1 8: No response 370 22.8 Total 1621 100.0 Q29: If Vidhan Sabha or State elections are held in Uttar Pradesh tomorrow, which party will you vote for? N ",,
fb0108f4-754c-40a9-9d79-715bd4c61233,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,109,caste,ST,BSP,13.4,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 402 24.8 4: Don’t like at all 617 38.1 8: No response 370 22.8 Total 1621 100.0 Q29: If Vidhan Sabha or State elections are held in Uttar Pradesh tomorrow, which party will you vote for? N ",,
f514e130-8223-47f6-acf1-7ffd7f7c3042,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,109,caste,ST,TMC,40.0,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 402 24.8 4: Don’t like at all 617 38.1 8: No response 370 22.8 Total 1621 100.0 Q29: If Vidhan Sabha or State elections are held in Uttar Pradesh tomorrow, which party will you vote for? N ",,
3e6e6e9e-289b-440a-ac15-7bf3756bcdf7,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,109,caste,ST,AAP,10.0,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 402 24.8 4: Don’t like at all 617 38.1 8: No response 370 22.8 Total 1621 100.0 Q29: If Vidhan Sabha or State elections are held in Uttar Pradesh tomorrow, which party will you vote for? N ",,
bcba4937-daee-4930-b7b8-197be81275aa,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,109,caste,ST,SP,26.9,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 402 24.8 4: Don’t like at all 617 38.1 8: No response 370 22.8 Total 1621 100.0 Q29: If Vidhan Sabha or State elections are held in Uttar Pradesh tomorrow, which party will you vote for? N ",,
b702ceef-1453-4066-a974-4449bbdc6a8b,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,109,caste,ST,Others,13.0,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 402 24.8 4: Don’t like at all 617 38.1 8: No response 370 22.8 Total 1621 100.0 Q29: If Vidhan Sabha or State elections are held in Uttar Pradesh tomorrow, which party will you vote for? N ",,
078b106e-b35e-4d54-8161-d12cf74398ff,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,AAP,35.1,medium,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
45f45703-1dfc-45cd-8d11-725921e04bf6,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,BJP,2.0,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
7eb63f4f-1a7b-4811-b06e-692a6b3567f5,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,INC,5.2,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
40f9b2a5-db53-4710-8a36-7705eca69135,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,AAP,80.0,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
d5876f1e-587e-4bde-b72a-81356766c098,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,BJP,3.5,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
b08e57e3-b105-41b5-9afb-4b957bb014c3,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,BJP,2.0,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
528ba019-9289-4e2a-b9e6-7f0d673166d5,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,INC,20.0,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
1dd79d98-169b-4f10-bd1b-353d6a69ed5f,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,BJP,10.0,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
c90f70a0-ac4e-474f-9774-8034d3019909,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,INC,40.0,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
8590afad-cc9f-46ba-ac0a-6cb9285adfee,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,Others,4.3,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
339e6e23-0bef-4671-a2ba-1cee0f1eed9d,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,Others,6.8,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
03ff40f9-c030-4e52-8b26-c022bc3180cc,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,Others,20.0,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
2c1e2895-572b-44ee-b7d7-a9fe40228be8,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,Others,1.4,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
ce745cd6-193e-4abb-bfde-eb351838b298,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,263,electorate,all voters,Others,8.7,high,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",,
c74297d4-85e2-4208-b07e-b8f307c134d7,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,177,electorate,all india,INC,36.1,low,All India Postpoll NES 2019-Survey Findings Total 1667 100.0 b: Congress N (%) 1: A lot 453 27.2 2: Somewhat 619 37.1 3: Very little 259 15.6 4: Don’t like at all 188 11.3 7: Can't say 107 6.4 8: No response 41 2.5 Total 1667 100.0 c: BJP N (%) 1: A ,,
9ad5ed6f-2e4b-4f85-843b-146ce1123157,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,177,electorate,all india,BJP,56.6,low,All India Postpoll NES 2019-Survey Findings Total 1667 100.0 b: Congress N (%) 1: A lot 453 27.2 2: Somewhat 619 37.1 3: Very little 259 15.6 4: Don’t like at all 188 11.3 7: Can't say 107 6.4 8: No response 41 2.5 Total 1667 100.0 c: BJP N (%) 1: A ,,
974c947e-0b88-4fe2-b343-e0b1840b8cae,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,177,electorate,all india,BSP,1.8,low,All India Postpoll NES 2019-Survey Findings Total 1667 100.0 b: Congress N (%) 1: A lot 453 27.2 2: Somewhat 619 37.1 3: Very little 259 15.6 4: Don’t like at all 188 11.3 7: Can't say 107 6.4 8: No response 41 2.5 Total 1667 100.0 c: BJP N (%) 1: A ,,
c86f97ed-7d7c-4fec-8482-739ff47d3a41,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,177,electorate,all india,TMC,10.0,low,All India Postpoll NES 2019-Survey Findings Total 1667 100.0 b: Congress N (%) 1: A lot 453 27.2 2: Somewhat 619 37.1 3: Very little 259 15.6 4: Don’t like at all 188 11.3 7: Can't say 107 6.4 8: No response 41 2.5 Total 1667 100.0 c: BJP N (%) 1: A ,,
6dcd8a46-e8b9-43f1-a208-1af6223e4a71,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,177,electorate,all india,Others,2.4,low,All India Postpoll NES 2019-Survey Findings Total 1667 100.0 b: Congress N (%) 1: A lot 453 27.2 2: Somewhat 619 37.1 3: Very little 259 15.6 4: Don’t like at all 188 11.3 7: Can't say 107 6.4 8: No response 41 2.5 Total 1667 100.0 c: BJP N (%) 1: A ,,
46dec586-236b-4557-98c2-49f36f976f4a,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,177,electorate,all india,Others,1.9,low,All India Postpoll NES 2019-Survey Findings Total 1667 100.0 b: Congress N (%) 1: A lot 453 27.2 2: Somewhat 619 37.1 3: Very little 259 15.6 4: Don’t like at all 188 11.3 7: Can't say 107 6.4 8: No response 41 2.5 Total 1667 100.0 c: BJP N (%) 1: A ,,
4de1e766-9eed-4655-a1da-ab0f3492aa0c,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,106,caste,ST,INC,2.0,medium,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Tamil Nadu tomorrow, which party will you vote for? N (%) 001: Congress 13 2.0 002: BJP 23 3.6 004: CPI-M 1 .2 005: CPI 2 .3 007: AITC 1 .1 016: IUML 1 .1 025: ",,
29e46810-b760-4b43-8709-8da700630e5c,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,106,caste,ST,BJP,3.6,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Tamil Nadu tomorrow, which party will you vote for? N (%) 001: Congress 13 2.0 002: BJP 23 3.6 004: CPI-M 1 .2 005: CPI 2 .3 007: AITC 1 .1 016: IUML 1 .1 025: ",,
30625180-3f10-43b0-a503-8a6aa01cf6d8,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,106,caste,ST,TMC,10.0,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Tamil Nadu tomorrow, which party will you vote for? N (%) 001: Congress 13 2.0 002: BJP 23 3.6 004: CPI-M 1 .2 005: CPI 2 .3 007: AITC 1 .1 016: IUML 1 .1 025: ",,
09310446-0273-4311-9be6-550dfbf5a5f4,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,106,caste,ST,AIADMK,15.1,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Tamil Nadu tomorrow, which party will you vote for? N (%) 001: Congress 13 2.0 002: BJP 23 3.6 004: CPI-M 1 .2 005: CPI 2 .3 007: AITC 1 .1 016: IUML 1 .1 025: ",,
0882557b-0f7c-4d9a-982d-cf14575d8acf,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,106,caste,ST,DMK,40.1,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Tamil Nadu tomorrow, which party will you vote for? N (%) 001: Congress 13 2.0 002: BJP 23 3.6 004: CPI-M 1 .2 005: CPI 2 .3 007: AITC 1 .1 016: IUML 1 .1 025: ",,
bd366df6-0b67-46d4-8c73-7cb2f3bb2f83,2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,106,caste,ST,Others,12.1,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Tamil Nadu tomorrow, which party will you vote for? N (%) 001: Congress 13 2.0 002: BJP 23 3.6 004: CPI-M 1 .2 005: CPI 2 .3 007: AITC 1 .1 016: IUML 1 .1 025: ",,
41c43b79-22c2-4831-afa1-b84b0b9257e8,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,206,electorate,all india,INC,7.1,low,All India Postpoll NES 2019-Survey Findings N (%) 1: A lot 111 24.5 2: Somewhat 188 41.5 3: Very little 63 13.9 4: Don’t like at all 62 13.6 7: Can't say 23 5.1 8: No response 7 1.4 Total 453 100.0 c: BJP N (%) 1: A lot 31 6.9 2: Somewhat 99 21.8 3: ,,
9abf3c38-f20c-41d0-8422-fd64d6bd93f0,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,206,electorate,all india,BJP,2.5,low,All India Postpoll NES 2019-Survey Findings N (%) 1: A lot 111 24.5 2: Somewhat 188 41.5 3: Very little 63 13.9 4: Don’t like at all 62 13.6 7: Can't say 23 5.1 8: No response 7 1.4 Total 453 100.0 c: BJP N (%) 1: A lot 31 6.9 2: Somewhat 99 21.8 3: ,,
655ea172-9112-4187-aa51-6651ba98f5c8,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,206,electorate,all india,Others,3.4,low,All India Postpoll NES 2019-Survey Findings N (%) 1: A lot 111 24.5 2: Somewhat 188 41.5 3: Very little 63 13.9 4: Don’t like at all 62 13.6 7: Can't say 23 5.1 8: No response 7 1.4 Total 453 100.0 c: BJP N (%) 1: A lot 31 6.9 2: Somewhat 99 21.8 3: ,,
cc04745a-8410-4ca8-9992-f94d1155f786,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,206,electorate,all india,Others,7.2,low,All India Postpoll NES 2019-Survey Findings N (%) 1: A lot 111 24.5 2: Somewhat 188 41.5 3: Very little 63 13.9 4: Don’t like at all 62 13.6 7: Can't say 23 5.1 8: No response 7 1.4 Total 453 100.0 c: BJP N (%) 1: A lot 31 6.9 2: Somewhat 99 21.8 3: ,,
d335e862-dc60-4e90-891d-e28f3843fe85,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,206,electorate,all india,Others,9.6,low,All India Postpoll NES 2019-Survey Findings N (%) 1: A lot 111 24.5 2: Somewhat 188 41.5 3: Very little 63 13.9 4: Don’t like at all 62 13.6 7: Can't say 23 5.1 8: No response 7 1.4 Total 453 100.0 c: BJP N (%) 1: A lot 31 6.9 2: Somewhat 99 21.8 3: ,,
b3b1c9d8-4a71-4ab8-af40-bf6ee3937227,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,22,electorate,all india,AAP,30.0,low,All India Postpoll NES 2019-Survey Findings N (%) 009: LJP 5 .0 010: RJD 256 1.1 011: CPI(ML)(L) 3 .0 012: AAP 67 .3 013: INLD 17 .1 014: JMM 35 .1 015: JD-S 18 .1 016: IUML 5 .0 017: SP 493 2.0 018: Shiv Sena 165 .7 019: AIFB 1 .0 020: RSP 0 .0 021:,,
21ee3a16-280e-4df1-9d81-8ce3e90e8ace,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,22,electorate,all india,SP,2.0,low,All India Postpoll NES 2019-Survey Findings N (%) 009: LJP 5 .0 010: RJD 256 1.1 011: CPI(ML)(L) 3 .0 012: AAP 67 .3 013: INLD 17 .1 014: JMM 35 .1 015: JD-S 18 .1 016: IUML 5 .0 017: SP 493 2.0 018: Shiv Sena 165 .7 019: AIFB 1 .0 020: RSP 0 .0 021:,,
265cac43-3112-4cbc-a6a5-7f967dc1b711,2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,22,electorate,all india,SP,0.0,low,All India Postpoll NES 2019-Survey Findings N (%) 009: LJP 5 .0 010: RJD 256 1.1 011: CPI(ML)(L) 3 .0 012: AAP 67 .3 013: INLD 17 .1 014: JMM 35 .1 015: JD-S 18 .1 016: IUML 5 .0 017: SP 493 2.0 018: Shiv Sena 165 .7 019: AIFB 1 .0 020: RSP 0 .0 021:,,
