year,poll_type,source,source_file,source_page,geography_level,state,voter_group_type,voter_group,party_or_alliance,vote_share,confidence,data_origin,approval_status,evidence_text,notes,curation_status,conflict_review_needed
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_066.csv,,national,,other,Valid,INC,4.0,medium,legacy_auto,needs_review,Valid | 001: INC,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_070.csv,,national,,other,Valid,Others,23.7,medium,legacy_auto,needs_review,Valid | 1: Would have voted for some other party,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_118.csv,,national,,religion,Valid,INDIA,27.9,medium,legacy_auto,needs_review,Valid | 1: Indian,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_308.csv,,national,,religion,,BJP,30.7,medium,legacy_auto,needs_review,nan | 2: Nothing wrong in contesting with BJP,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_570.csv,,national,,religion,,INC,7.0,medium,legacy_auto,needs_review,nan | 06: Congress/Congress leaders,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_194.csv,,national,,religion,,NDA,84.0,medium,legacy_auto,needs_review,nan | 105: Khandayat,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_115.csv,,national,,religion,,Others,100.0,medium,legacy_auto,needs_review,nan | 6: Others,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,2019_post_poll_table_118.csv,,national,,religion,,Regional,90.0,medium,legacy_auto,needs_review,nan | 8: No response,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,103.0,state,Andhra Pradesh,electorate,all voters,Others,100.0,high,taxonomy_auto,approved,All India Postpoll NES 2019-Survey Findings ANDHRA PRADESH APQ1: Let me ask you about your preference in the Andhra Pradesh Assembly election. Which party did you vote for in the Assembly election? N (%) Valid (%) Valid 001: INC 6 .6 .6 002: BJP 4 .5,party_marginal_percent,trusted,False
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21.0,state,Delhi,electorate,all voters,BJP,33.8,high,taxonomy_auto,approved,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,party_marginal_percent,trusted,False
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21.0,state,Delhi,electorate,all voters,BSP,1.6,high,taxonomy_auto,approved,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,party_marginal_percent,trusted,False
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21.0,state,Delhi,electorate,all voters,TMC,2.1,high,taxonomy_auto,approved,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,party_marginal_percent,trusted,False
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,183.0,state,Madhya Pradesh,electorate,all voters,BSP,0.0,high,taxonomy_auto,approved,"All India Postpoll NES 2019-Survey Findings MADHYA PRADESH MPQ1: If Assembly elections are held again in Madhya Pradesh tomorrow for some reason, which party would you vote for? N (%) 001: INC 345 36.1 002: BJP 540 56.6 003: BSP 17 1.8 007: AITC 1 .1",party_marginal_percent,trusted,False
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,298.0,state,Telangana,electorate,all voters,BSP,10.0,high,taxonomy_auto,approved,"All India Postpoll NES 2019-Survey Findings TELANGANA TSQ1: If Assembly elections are held again in Telangana tomorrow for some reason, which party would you vote for? N (%) 001: INC 187 23.4 002: BJP 92 11.5 003: BSP 1 .1 004: CPI(M) 1 .2 005: CPI 3",party_marginal_percent,trusted,False
2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,263.0,state,West Bengal,electorate,all voters,BSP,90.0,high,taxonomy_auto,approved,"All India Postpoll NES 2019-Survey Findings WEST BENGAL WBQ1: If Assembly elections are held in West Bengal tomorrow, which party would you vote for? N (%) 001: INC 46 2.9 002: BJP 457 28.4 004: CPI(M) 44 2.7 005: CPI 4 .3 007: AITC 651 40.4 009: LJP",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_016.csv,,national,,age,,INC,15.3,medium,legacy_auto,needs_review,nan | 1: With our total household income we are able to fulfill all our needs & also end up saving some money.,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_038.csv,,national,,age,,INDIA,6.0,medium,legacy_auto,needs_review,nan | 87: Improving India’s image in the world,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_025.csv,,national,,age,,Others,1.1,medium,legacy_auto,needs_review,nan | 8: Others,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_017.csv,,national,,age,,Regional,2.6,medium,legacy_auto,needs_review,nan | 8: No response,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_111.csv,,national,,caste,,NDA,22.0,medium,legacy_auto,needs_review,"nan | 507: Kandara, Gokha",legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_088.csv,,national,,caste,,Others,10.0,medium,legacy_auto,needs_review,nan | 09: Other higher professionals,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_062.csv,,national,,caste,,Regional,8.2,medium,legacy_auto,needs_review,nan | 8: No response,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,7.0,national,,electorate,all voters,BJP,36.6,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 4: With our total household income we are not able to fulfill our needs and face a lot of difficulty. 1745 17.4 8: No response 260 2.6 Total 10010 100.0 Q7: The Lok Sabha election is being held in a few wee,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,7.0,national,,electorate,all voters,BSP,2.7,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 4: With our total household income we are not able to fulfill our needs and face a lot of difficulty. 1745 17.4 8: No response 260 2.6 Total 10010 100.0 Q7: The Lok Sabha election is being held in a few wee,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,7.0,national,,electorate,all voters,Others,2.6,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 4: With our total household income we are not able to fulfill our needs and face a lot of difficulty. 1745 17.4 8: No response 260 2.6 Total 10010 100.0 Q7: The Lok Sabha election is being held in a few wee,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_035.csv,,national,,gender,,BJP,40.0,medium,legacy_auto,needs_review,"nan | 27: Vote for Modi or BJP, bringing Modi or BJP back",legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_034.csv,,national,,gender,,INC,63.0,medium,legacy_auto,needs_review,"nan | 06: Economic inequality, increasing gap between rich and poor",legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_084.csv,,national,,gender,,INDIA,4.3,medium,legacy_auto,needs_review,nan | 07: India-Pakistan,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_107.csv,,national,,gender,,NDA,73.0,medium,legacy_auto,needs_review,nan | 105: Khandayat,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_035.csv,,national,,gender,,Others,33.0,medium,legacy_auto,needs_review,nan | 31: Vote in favour of any other party or leader,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_035.csv,,national,,gender,,Regional,19.0,medium,legacy_auto,needs_review,"nan | 17: Transport services – buses, trains, flights",legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_091.csv,,national,,gender,,UPA,44.0,medium,legacy_auto,needs_review,nan | 95: Any other occupation,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_106.csv,,national,,religion,,NDA,6.0,medium,legacy_auto,needs_review,nan | 037: Thondai,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_027.csv,,national,,religion,,Others,1.5,medium,legacy_auto,needs_review,nan | 4: Others,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,2019_pre_poll_table_027.csv,,national,,religion,,Regional,3.1,medium,legacy_auto,needs_review,nan | 8: No response,legacy generic extraction; superseded by taxonomy when high confidence,untrusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,77.0,state,Andhra Pradesh,electorate,all voters,BJP,60.0,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) Total 390 100.0 e: BJP N (%) 1: Like a lot 37 9.5 2: Like somewhat 85 21.7 3: Like somewhat 137 35.2 4: Don’t like at all 127 32.7 8: No response 4 1.0 Total 390 100.0 Q29: If Vidhan Sabha or State election,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,80.0,state,Assam,electorate,all voters,BJP,47.1,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Assam tomorrow, which party will you vote for? N (%) 001: Congress 97 30.6 002: BJP 149 47.1 004: CPI-M 1 .4 028: BPF 41 13.0 902: NOTA 1 .2 998: No response/Ca",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,80.0,state,Assam,electorate,all voters,Others,8.6,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Assam tomorrow, which party will you vote for? N (%) 001: Congress 97 30.6 002: BJP 149 47.1 004: CPI-M 1 .4 028: BPF 41 13.0 902: NOTA 1 .2 998: No response/Ca",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83.0,state,Bihar,electorate,all voters,AAP,10.0,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83.0,state,Bihar,electorate,all voters,BJP,29.7,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83.0,state,Bihar,electorate,all voters,Others,4.1,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83.0,state,Bihar,electorate,all voters,TMC,20.0,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,118.0,state,Chhattisgarh,electorate,all voters,BJP,40.9,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx c: BSP N (%) 1: Like a lot 35 11.0 2: Like somewhat 76 24.1 3: Like somewhat 66 20.9 4: Don’t like at all 114 36.1 8: No response 25 7.9 Total 317 100.0 d: Congress N (%) 1: Like a lot 110 34.6 2: Like somewhat 1,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,118.0,state,Chhattisgarh,electorate,all voters,Others,19.4,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx c: BSP N (%) 1: Like a lot 35 11.0 2: Like somewhat 76 24.1 3: Like somewhat 66 20.9 4: Don’t like at all 114 36.1 8: No response 25 7.9 Total 317 100.0 d: Congress N (%) 1: Like a lot 110 34.6 2: Like somewhat 1,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,113.0,state,Delhi,electorate,all voters,AAP,36.4,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 1: Like a lot 83 31.4 2: Like somewhat 101 38.0 3: Like somewhat 34 12.6 4: Don’t like at all 47 17.6 8: No response 1 .4 Total 266 100.0 c: Congress N (%) 1: Like a lot 34 13.0 2: Like somewhat 69 26.0 3: ,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,113.0,state,Delhi,electorate,all voters,BJP,32.1,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 1: Like a lot 83 31.4 2: Like somewhat 101 38.0 3: Like somewhat 34 12.6 4: Don’t like at all 47 17.6 8: No response 1 .4 Total 266 100.0 c: Congress N (%) 1: Like a lot 34 13.0 2: Like somewhat 69 26.0 3: ,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,113.0,state,Delhi,electorate,all voters,Others,19.8,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 1: Like a lot 83 31.4 2: Like somewhat 101 38.0 3: Like somewhat 34 12.6 4: Don’t like at all 47 17.6 8: No response 1 .4 Total 266 100.0 c: Congress N (%) 1: Like a lot 34 13.0 2: Like somewhat 69 26.0 3: ,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,85.0,state,Gujarat,electorate,all voters,BJP,70.5,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx N (%) Total 391 100.0 Q29: If Vidhan Sabha or State elections are held in Gujarat tomorrow, which party will you vote for? N (%) 001: Congress 32 8.2 002: BJP 276 70.5 998: No response/Can’t say 83 21.2 Total 391",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,85.0,state,Gujarat,electorate,all voters,Others,21.2,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx N (%) Total 391 100.0 Q29: If Vidhan Sabha or State elections are held in Gujarat tomorrow, which party will you vote for? N (%) 001: Congress 32 8.2 002: BJP 276 70.5 998: No response/Can’t say 83 21.2 Total 391",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,87.0,state,Haryana,electorate,all voters,AAP,80.0,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 2 .7 4: Don’t like at all 38 11.8 8: No response 26 8.2 Total 318 100.0 e: Congress N (%) 1: Like a lot 24 7.6 2: Like somewhat 60 18.9 3: Like somewhat 24 7.6 4: Don’t like at all 186 58.6,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,87.0,state,Haryana,electorate,all voters,BJP,68.8,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 2 .7 4: Don’t like at all 38 11.8 8: No response 26 8.2 Total 318 100.0 e: Congress N (%) 1: Like a lot 24 7.6 2: Like somewhat 60 18.9 3: Like somewhat 24 7.6 4: Don’t like at all 186 58.6,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,87.0,state,Haryana,electorate,all voters,BSP,60.0,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 2 .7 4: Don’t like at all 38 11.8 8: No response 26 8.2 Total 318 100.0 e: Congress N (%) 1: Like a lot 24 7.6 2: Like somewhat 60 18.9 3: Like somewhat 24 7.6 4: Don’t like at all 186 58.6,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,116.0,state,Jharkhand,electorate,all voters,BJP,29.8,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx e: RJD N (%) 1: Like a lot 15 4.6 2: Like somewhat 89 28.1 3: Like somewhat 123 38.6 4: Don’t like at all 52 16.5 8: No response 38 12.1 Total 317 100.0 Q29: If Vidhan Sabha or State elections are held in Jharkha,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,116.0,state,Jharkhand,electorate,all voters,BSP,1.9,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx e: RJD N (%) 1: Like a lot 15 4.6 2: Like somewhat 89 28.1 3: Like somewhat 123 38.6 4: Don’t like at all 52 16.5 8: No response 38 12.1 Total 317 100.0 Q29: If Vidhan Sabha or State elections are held in Jharkha,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,116.0,state,Jharkhand,electorate,all voters,Others,12.1,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx e: RJD N (%) 1: Like a lot 15 4.6 2: Like somewhat 89 28.1 3: Like somewhat 123 38.6 4: Don’t like at all 52 16.5 8: No response 38 12.1 Total 317 100.0 Q29: If Vidhan Sabha or State elections are held in Jharkha,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89.0,state,Karnataka,electorate,all voters,AAP,20.0,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89.0,state,Karnataka,electorate,all voters,BJP,45.7,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89.0,state,Karnataka,electorate,all voters,BSP,2.1,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89.0,state,Karnataka,electorate,all voters,TMC,40.0,high,taxonomy_auto,approved,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,92.0,state,Kerala,electorate,all voters,AAP,30.0,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in the Kerala tomorrow, which party will you vote for? N (%) 001: Congress 22 7.2 002: BJP 14 4.7 004: CPI-M 25 8.3 012: AAP 1 .3 016: IUML 2 .7 045: UDF 20 6.8 04",party_marginal_percent,trusted,False
2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,92.0,state,Kerala,electorate,all voters,BJP,4.7,high,taxonomy_auto,approved,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in the Kerala tomorrow, which party will you vote for? N (%) 001: Congress 22 7.2 002: BJP 14 4.7 004: CPI-M 25 8.3 012: AAP 1 .3 016: IUML 2 .7 045: UDF 20 6.8 04",party_marginal_percent,trusted,False
